id,title,venue,year,authors,doi,Label,resolved_doi,openalex_id,semantic_scholar_id,primary_topic,primary_topic_score,topic_1,topic_1_score,topic_2,topic_2_score,topic_3,topic_3_score,keyword_1,keyword_1_score,keyword_2,keyword_2_score,keyword_3,keyword_3_score,topics_json,keywords_json,fetch_source
10,ASP Chef Creates Surveys.,iclp,2025,,https://www.semanticscholar.org/paper/d5f2cec014c85b45fea94485b6e554d34ef687d1,3,,,d5f2cec014c85b45fea94485b6e554d34ef687d1,Computer Science,1.0,Computer Science,1.0,,,,,asp,1.0,chef,0.75,interactive,0.5,"[{""display_name"": ""Computer Science"", ""score"": 1.0, ""source"": ""s2FieldsOfStudy""}]","[{""display_name"": ""asp"", ""score"": 1.0, ""source"": ""s2_text""}, {""display_name"": ""chef"", ""score"": 0.75, ""source"": ""s2_text""}, {""display_name"": ""interactive"", ""score"": 0.5, ""source"": ""s2_text""}]",semantic_scholar
11,neXSim: A System for Explaining Nexus of Similarities.,iclp,2025,,https://www.semanticscholar.org/paper/74d9f339477a40f464005794d75a93938d61fef7,4,,,74d9f339477a40f464005794d75a93938d61fef7,Computer Science,1.0,Computer Science,1.0,,,,,explaining,1.0,nexsim,1.0,nexus,1.0,"[{""display_name"": ""Computer Science"", ""score"": 1.0, ""source"": ""s2FieldsOfStudy""}]","[{""display_name"": ""explaining"", ""score"": 1.0, ""source"": ""s2_text""}, {""display_name"": ""nexsim"", ""score"": 1.0, ""source"": ""s2_text""}, {""display_name"": ""nexus"", ""score"": 1.0, ""source"": ""s2_text""}]",semantic_scholar
12,Iterative ASP Pipelines: Enhancements for Robots Playing Mobile Games.,iclp,2025,,https://www.semanticscholar.org/paper/b07ad7be825bbb717bfb0b8edf221ef232896e3a,4,,,b07ad7be825bbb717bfb0b8edf221ef232896e3a,Computer Science,1.0,Computer Science,1.0,Engineering,0.85,,,games,1.0,iterative,1.0,mobile,1.0,"[{""display_name"": ""Computer Science"", ""score"": 1.0, ""source"": ""s2FieldsOfStudy""}, {""display_name"": ""Engineering"", ""score"": 0.85, ""source"": ""s2FieldsOfStudy""}]","[{""display_name"": ""games"", ""score"": 1.0, ""source"": ""s2_text""}, {""display_name"": ""iterative"", ""score"": 1.0, ""source"": ""s2_text""}, {""display_name"": ""mobile"", ""score"": 1.0, ""source"": ""s2_text""}]",semantic_scholar
13,General Grid Recognition and Logic-Driven Gameplay for Intelligent Robots.,iclp,2025,,https://www.semanticscholar.org/paper/16e7436d3cb4f8995a7bd882475fc183914e2409,2,,,16e7436d3cb4f8995a7bd882475fc183914e2409,Computer Science,1.0,Computer Science,1.0,Engineering,0.85,,,general,1.0,grid,1.0,auto-detect,0.5,"[{""display_name"": ""Computer Science"", ""score"": 1.0, ""source"": ""s2FieldsOfStudy""}, {""display_name"": ""Engineering"", ""score"": 0.85, ""source"": ""s2FieldsOfStudy""}]","[{""display_name"": ""general"", ""score"": 1.0, ""source"": ""s2_text""}, {""display_name"": ""grid"", ""score"": 1.0, ""source"": ""s2_text""}, {""display_name"": ""auto-detect"", ""score"": 0.5, ""source"": ""s2_text""}]",semantic_scholar
14,Tackling the Air Traffic Flow and Capacity Management Problem with Explainable Answer Set Programming.,iclp,2025,"Gładyś Sylwester, Malarski Marek, Jasiński Sławomir, Skorupski Jacek",https://www.semanticscholar.org/paper/e3a41328c54f87564400dc2a3c529f7cb7bdd246,5,,,e3a41328c54f87564400dc2a3c529f7cb7bdd246,Computer Science,1.0,Computer Science,1.0,Engineering,0.85,,,programming,1.0,answer,0.666667,set,0.666667,"[{""display_name"": ""Computer Science"", ""score"": 1.0, ""source"": ""s2FieldsOfStudy""}, {""display_name"": ""Engineering"", ""score"": 0.85, ""source"": ""s2FieldsOfStudy""}]","[{""display_name"": ""programming"", ""score"": 1.0, ""source"": ""s2_text""}, {""display_name"": ""answer"", ""score"": 0.666667, ""source"": ""s2_text""}, {""display_name"": ""set"", ""score"": 0.666667, ""source"": ""s2_text""}]",semantic_scholar
15,Knowledge Graphs &amp; Reasoning in Concert: Automating Regulation in Corporate Economics.,iclp,2025,,https://www.semanticscholar.org/paper/0cec1ac0f79ff618cbbdfa515eb11875a938bb3e,2,,,0cec1ac0f79ff618cbbdfa515eb11875a938bb3e,Computer Science,1.0,Computer Science,1.0,Business,0.85,Economics,0.7,automating,1.0,concert,1.0,corporate,1.0,"[{""display_name"": ""Computer Science"", ""score"": 1.0, ""source"": ""s2FieldsOfStudy""}, {""display_name"": ""Business"", ""score"": 0.85, ""source"": ""s2FieldsOfStudy""}, {""display_name"": ""Economics"", ""score"": 0.7, ""source"": ""s2FieldsOfStudy""}]","[{""display_name"": ""automating"", ""score"": 1.0, ""source"": ""s2_text""}, {""display_name"": ""concert"", ""score"": 1.0, ""source"": ""s2_text""}, {""display_name"": ""corporate"", ""score"": 1.0, ""source"": ""s2_text""}]",semantic_scholar
16,"Flexible, Lifelong, Explainable, and Robust Solutions for Multi-Agent Path Finding Problems.",iclp,2025,Aysu Bogatarkan,10.1609/aaai.v40i48.42143,4,10.1609/aaai.v40i48.42143,https://openalex.org/W7138964997,,Robotic Path Planning Algorithms,0.9301000237464905,Robotic Path Planning Algorithms,0.9301000237464905,AI-based Problem Solving and Planning,0.013799999840557575,Vehicle Routing Optimization Methods,0.0032999999821186066,Path (computing),0.6280999779701233,Minification,0.36980000138282776,Subject (documents),0.35839998722076416,"[{""id"": ""https://openalex.org/T10586"", ""display_name"": ""Robotic Path Planning Algorithms"", ""score"": 0.9301000237464905}, {""id"": ""https://openalex.org/T10906"", ""display_name"": ""AI-based Problem Solving and Planning"", ""score"": 0.013799999840557575}, {""id"": ""https://openalex.org/T10567"", ""display_name"": ""Vehicle Routing Optimization Methods"", ""score"": 0.0032999999821186066}]","[{""id"": ""https://openalex.org/keywords/path"", ""display_name"": ""Path (computing)"", ""score"": 0.6280999779701233}, {""id"": ""https://openalex.org/keywords/minification"", ""display_name"": ""Minification"", ""score"": 0.36980000138282776}, {""id"": ""https://openalex.org/keywords/subject"", ""display_name"": ""Subject (documents)"", ""score"": 0.35839998722076416}]",openalex_doi
17,Neurosymbolic AI in Digital Forensics: Commonsense and Qualitative Reasoning.,iclp,2025,"Son Tran, Edjard Mota, Artur d'Avila Garcez",https://www.semanticscholar.org/paper/2423ca4c3595deb2c6a5014a5e8949e20db06714,5,,,2423ca4c3595deb2c6a5014a5e8949e20db06714,Computer Science,1.0,Computer Science,1.0,Law,0.85,Philosophy,0.7,commonsense,1.0,digital,1.0,forensics,1.0,"[{""display_name"": ""Computer Science"", ""score"": 1.0, ""source"": ""s2FieldsOfStudy""}, {""display_name"": ""Law"", ""score"": 0.85, ""source"": ""s2FieldsOfStudy""}, {""display_name"": ""Philosophy"", ""score"": 0.7, ""source"": ""s2FieldsOfStudy""}]","[{""display_name"": ""commonsense"", ""score"": 1.0, ""source"": ""s2_text""}, {""display_name"": ""digital"", ""score"": 1.0, ""source"": ""s2_text""}, {""display_name"": ""forensics"", ""score"": 1.0, ""source"": ""s2_text""}]",semantic_scholar
18,A Tool Set for Converting Controlled Natural Languages into AI Formalisms.,iclp,2025,,https://www.semanticscholar.org/paper/d56c21dd9eec50685a99172f73e1deb039278ba1,5,,,d56c21dd9eec50685a99172f73e1deb039278ba1,Computer Science,1.0,Computer Science,1.0,,,,,formalisms,1.0,language,1.0,natural,1.0,"[{""display_name"": ""Computer Science"", ""score"": 1.0, ""source"": ""s2FieldsOfStudy""}]","[{""display_name"": ""formalisms"", ""score"": 1.0, ""source"": ""s2_text""}, {""display_name"": ""language"", ""score"": 1.0, ""source"": ""s2_text""}, {""display_name"": ""natural"", ""score"": 1.0, ""source"": ""s2_text""}]",semantic_scholar
19,Representing and Evaluating SBVR Specification via ASP.,iclp,2025,"Murali Mohanan, Imran Sarwar Bajwa",https://www.semanticscholar.org/paper/534021c0c931fb6e0d18ed506f4a6eca64eeb6ac,4,,,534021c0c931fb6e0d18ed506f4a6eca64eeb6ac,Computer Science,1.0,Computer Science,1.0,Business,0.85,,,asp,1.0,representing,1.0,sbvr,1.0,"[{""display_name"": ""Computer Science"", ""score"": 1.0, ""source"": ""s2FieldsOfStudy""}, {""display_name"": ""Business"", ""score"": 0.85, ""source"": ""s2FieldsOfStudy""}]","[{""display_name"": ""asp"", ""score"": 1.0, ""source"": ""s2_text""}, {""display_name"": ""representing"", ""score"": 1.0, ""source"": ""s2_text""}, {""display_name"": ""sbvr"", ""score"": 1.0, ""source"": ""s2_text""}]",semantic_scholar
20,On the Translation of ASP Rules to (Controlled) Natural Language Sentences.,iclp,2025,"SIMONE CARUSO, CARMINE DODARO, MARCO MARATEA, MARCO MOCHI, FRANCESCO RICCIO",https://www.semanticscholar.org/paper/ea45c0dffa64a9070c27cdf13259bcd20f4aadfc,4,10.1017/s1471068423000388,https://openalex.org/W4390034201,ea45c0dffa64a9070c27cdf13259bcd20f4aadfc,"Logic, Reasoning, and Knowledge",0.9997000098228455,"Logic, Reasoning, and Knowledge",0.9997000098228455,Multi-Agent Systems and Negotiation,0.9955000281333923,Topic Modeling,0.9847000241279602,Computer science,0.8943659067153931,Answer set programming,0.7630761861801147,Programming language,0.6854469180107117,"[{""id"": ""https://openalex.org/T11010"", ""display_name"": ""Logic, Reasoning, and Knowledge"", ""score"": 0.9997000098228455}, {""id"": ""https://openalex.org/T10456"", ""display_name"": ""Multi-Agent Systems and Negotiation"", ""score"": 0.9955000281333923}, {""id"": ""https://openalex.org/T10028"", ""display_name"": ""Topic Modeling"", ""score"": 0.9847000241279602}]","[{""id"": ""https://openalex.org/keywords/computer-science"", ""display_name"": ""Computer science"", ""score"": 0.8943659067153931}, {""id"": ""https://openalex.org/keywords/answer-set-programming"", ""display_name"": ""Answer set programming"", ""score"": 0.7630761861801147}, {""id"": ""https://openalex.org/keywords/programming-language"", ""display_name"": ""Programming language"", ""score"": 0.6854469180107117}]",openalex_title_search
21,Resource Allocation with Cooperative Agents.,iclp,2025,,https://www.semanticscholar.org/paper/42e7585a4694f6ce54ed757c72c9c12b7a8101f5,2,10.1016/j.ijpe.2004.05.015,https://openalex.org/W2044772199,42e7585a4694f6ce54ed757c72c9c12b7a8101f5,Multi-Agent Systems and Negotiation,0.9994000196456909,Multi-Agent Systems and Negotiation,0.9994000196456909,Distributed Control Multi-Agent Systems,0.9943000078201294,"Logic, Reasoning, and Knowledge",0.9925000071525574,Computer science,0.7924811840057373,Resource allocation,0.7816449403762817,Distributed computing,0.6417949199676514,"[{""id"": ""https://openalex.org/T10456"", ""display_name"": ""Multi-Agent Systems and Negotiation"", ""score"": 0.9994000196456909}, {""id"": ""https://openalex.org/T10249"", ""display_name"": ""Distributed Control Multi-Agent Systems"", ""score"": 0.9943000078201294}, {""id"": ""https://openalex.org/T11010"", ""display_name"": ""Logic, Reasoning, and Knowledge"", ""score"": 0.9925000071525574}]","[{""id"": ""https://openalex.org/keywords/computer-science"", ""display_name"": ""Computer science"", ""score"": 0.7924811840057373}, {""id"": ""https://openalex.org/keywords/resource-allocation"", ""display_name"": ""Resource allocation"", ""score"": 0.7816449403762817}, {""id"": ""https://openalex.org/keywords/distributed-computing"", ""display_name"": ""Distributed computing"", ""score"": 0.6417949199676514}]",openalex_title_search
22,Enhancing Compilation-based ASP Solving.,iclp,2025,"Carmine Dodaro, Giuseppe Mazzotta, Francesco Ricca",https://www.semanticscholar.org/paper/0ebf0121a6ce46e479d81d9a509af5f152dc15ed,5,,,0ebf0121a6ce46e479d81d9a509af5f152dc15ed,Computer Science,1.0,Computer Science,1.0,,,,,solving,1.0,answer,0.5,approach,0.5,"[{""display_name"": ""Computer Science"", ""score"": 1.0, ""source"": ""s2FieldsOfStudy""}]","[{""display_name"": ""solving"", ""score"": 1.0, ""source"": ""s2_text""}, {""display_name"": ""answer"", ""score"": 0.5, ""source"": ""s2_text""}, {""display_name"": ""approach"", ""score"": 0.5, ""source"": ""s2_text""}]",semantic_scholar
23,Enhancing Compilation-based ASP Solving with Postponed Atom Discovery.,iclp,2025,"Andrea Cuteri, Giuseppe Mazzotta, Francesco Ricca",https://www.semanticscholar.org/paper/1f548ee1a3d356f3eafc547f99a0c6ea12067edf,5,,,1f548ee1a3d356f3eafc547f99a0c6ea12067edf,Computer Science,1.0,Computer Science,1.0,,,,,compilation-based,1.0,atoms,0.666667,solving,0.666667,"[{""display_name"": ""Computer Science"", ""score"": 1.0, ""source"": ""s2FieldsOfStudy""}]","[{""display_name"": ""compilation-based"", ""score"": 1.0, ""source"": ""s2_text""}, {""display_name"": ""atoms"", ""score"": 0.666667, ""source"": ""s2_text""}, {""display_name"": ""solving"", ""score"": 0.666667, ""source"": ""s2_text""}]",semantic_scholar
24,Toward Executing Datalog on Big Data Platforms - Extended Abstract.,iclp,2025,Bernard LANG,https://www.semanticscholar.org/paper/d317147d8b63b0cbb05e672d788f730f8b173017,3,,,d317147d8b63b0cbb05e672d788f730f8b173017,Computer Science,1.0,Computer Science,1.0,Engineering,0.85,,,abstract,1.0,big,1.0,data,1.0,"[{""display_name"": ""Computer Science"", ""score"": 1.0, ""source"": ""s2FieldsOfStudy""}, {""display_name"": ""Engineering"", ""score"": 0.85, ""source"": ""s2FieldsOfStudy""}]","[{""display_name"": ""abstract"", ""score"": 1.0, ""source"": ""s2_text""}, {""display_name"": ""big"", ""score"": 1.0, ""source"": ""s2_text""}, {""display_name"": ""data"", ""score"": 1.0, ""source"": ""s2_text""}]",semantic_scholar
25,PEG 2.0: Future-Gazing Through a Socio-Linguistic and Historical Lens.,iclp,2025,,https://www.semanticscholar.org/paper/5ff8a5ac6bf5a1dff86ec2de72e57b60790baaf9,2,,,5ff8a5ac6bf5a1dff86ec2de72e57b60790baaf9,Linguistics,1.0,Linguistics,1.0,History,0.85,Computer Science,0.7,historical,1.0,socio-linguistic,1.0,account,0.5,"[{""display_name"": ""Linguistics"", ""score"": 1.0, ""source"": ""s2FieldsOfStudy""}, {""display_name"": ""History"", ""score"": 0.85, ""source"": ""s2FieldsOfStudy""}, {""display_name"": ""Computer Science"", ""score"": 0.7, ""source"": ""s2FieldsOfStudy""}]","[{""display_name"": ""historical"", ""score"": 1.0, ""source"": ""s2_text""}, {""display_name"": ""socio-linguistic"", ""score"": 1.0, ""source"": ""s2_text""}, {""display_name"": ""account"", ""score"": 0.5, ""source"": ""s2_text""}]",semantic_scholar
26,Learning ASP Domain-specific Heuristics using Transformers.,iclp,2025,Marcello Balduccini,https://www.semanticscholar.org/paper/9240091bc0d23f9411e52ee6fbbe8138d750427e,5,,,9240091bc0d23f9411e52ee6fbbe8138d750427e,Computer Science,1.0,Computer Science,1.0,,,,,asp,1.0,approach,0.333333,automate,0.333333,"[{""display_name"": ""Computer Science"", ""score"": 1.0, ""source"": ""s2FieldsOfStudy""}]","[{""display_name"": ""asp"", ""score"": 1.0, ""source"": ""s2_text""}, {""display_name"": ""approach"", ""score"": 0.333333, ""source"": ""s2_text""}, {""display_name"": ""automate"", ""score"": 0.333333, ""source"": ""s2_text""}]",semantic_scholar
27,Search-Guided Generation of Properties for Program Analyzers.,iclp,2025,Yixuan Liang,https://www.semanticscholar.org/paper/fb2ffaeff737324b34600fe9b270d717528e86c5,4,,,fb2ffaeff737324b34600fe9b270d717528e86c5,Computer Science,1.0,Computer Science,1.0,,,,,analyzers,1.0,generation,1.0,automatic,0.5,"[{""display_name"": ""Computer Science"", ""score"": 1.0, ""source"": ""s2FieldsOfStudy""}]","[{""display_name"": ""analyzers"", ""score"": 1.0, ""source"": ""s2_text""}, {""display_name"": ""generation"", ""score"": 1.0, ""source"": ""s2_text""}, {""display_name"": ""automatic"", ""score"": 0.5, ""source"": ""s2_text""}]",semantic_scholar
28,Knowledge-Based Stable Roommates Problems.,iclp,2025,Müge Fidan,10.1609/aaai.v40i48.42148,4,10.1609/aaai.v40i48.42148,https://openalex.org/W7138851587,,Constraint Satisfaction and Optimization,0.6157000064849854,Constraint Satisfaction and Optimization,0.6157000064849854,Optimization and Search Problems,0.05380000174045563,Scheduling and Timetabling Solutions,0.03909999877214432,Focus (optics),0.6414999961853027,Stable marriage problem,0.5751000046730042,Stability (learning theory),0.4052000045776367,"[{""id"": ""https://openalex.org/T11596"", ""display_name"": ""Constraint Satisfaction and Optimization"", ""score"": 0.6157000064849854}, {""id"": ""https://openalex.org/T12288"", ""display_name"": ""Optimization and Search Problems"", ""score"": 0.05380000174045563}, {""id"": ""https://openalex.org/T12401"", ""display_name"": ""Scheduling and Timetabling Solutions"", ""score"": 0.03909999877214432}]","[{""id"": ""https://openalex.org/keywords/focus"", ""display_name"": ""Focus (optics)"", ""score"": 0.6414999961853027}, {""id"": ""https://openalex.org/keywords/stable-marriage-problem"", ""display_name"": ""Stable marriage problem"", ""score"": 0.5751000046730042}, {""id"": ""https://openalex.org/keywords/stability"", ""display_name"": ""Stability (learning theory)"", ""score"": 0.4052000045776367}]",openalex_doi
29,LLMASP: A Framework for Mitigating Hallucinations and Supporting Symbolic Reasoning in Large Language Models.,iclp,2025,Xing Xu,https://www.semanticscholar.org/paper/615536c864f8fc6c74d7a4553c900cd9f03ba1fc,4,,,615536c864f8fc6c74d7a4553c900cd9f03ba1fc,Computer Science,1.0,Computer Science,1.0,Linguistics,0.85,Psychology,0.7,framework,1.0,hallucinations,1.0,language,1.0,"[{""display_name"": ""Computer Science"", ""score"": 1.0, ""source"": ""s2FieldsOfStudy""}, {""display_name"": ""Linguistics"", ""score"": 0.85, ""source"": ""s2FieldsOfStudy""}, {""display_name"": ""Psychology"", ""score"": 0.7, ""source"": ""s2FieldsOfStudy""}]","[{""display_name"": ""framework"", ""score"": 1.0, ""source"": ""s2_text""}, {""display_name"": ""hallucinations"", ""score"": 1.0, ""source"": ""s2_text""}, {""display_name"": ""language"", ""score"": 1.0, ""source"": ""s2_text""}]",semantic_scholar
30,Exploring Digital Twins integration with ASP and ASP Chef.,iclp,2025,Fiona Rossette-Crake,https://www.semanticscholar.org/paper/d3d2b967bf74c83e5d3ce6b9f8045a28146d851f,4,,,d3d2b967bf74c83e5d3ce6b9f8045a28146d851f,Computer Science,1.0,Computer Science,1.0,,,,,digital,1.0,asp,0.75,twin,0.75,"[{""display_name"": ""Computer Science"", ""score"": 1.0, ""source"": ""s2FieldsOfStudy""}]","[{""display_name"": ""digital"", ""score"": 1.0, ""source"": ""s2_text""}, {""display_name"": ""asp"", ""score"": 0.75, ""source"": ""s2_text""}, {""display_name"": ""twin"", ""score"": 0.75, ""source"": ""s2_text""}]",semantic_scholar
31,Formal Verification of Answer Set Programs Containing Advanced Language Constructs.,iclp,2025,Rolf Schwitter,https://www.semanticscholar.org/paper/ed808e544b428cfad3e1fefd18d3ae36aa6e020b,5,,,ed808e544b428cfad3e1fefd18d3ae36aa6e020b,Computer Science,1.0,Computer Science,1.0,,,,,advanced,1.0,answer,1.0,constructs,1.0,"[{""display_name"": ""Computer Science"", ""score"": 1.0, ""source"": ""s2FieldsOfStudy""}]","[{""display_name"": ""advanced"", ""score"": 1.0, ""source"": ""s2_text""}, {""display_name"": ""answer"", ""score"": 1.0, ""source"": ""s2_text""}, {""display_name"": ""constructs"", ""score"": 1.0, ""source"": ""s2_text""}]",semantic_scholar
