id,title,venue,year,authors,doi,Label,resolved_doi,openalex_id,semantic_scholar_id,primary_topic,primary_topic_score,topic_1,topic_1_score,topic_2,topic_2_score,topic_3,topic_3_score,keyword_1,keyword_1_score,keyword_2,keyword_2_score,keyword_3,keyword_3_score,topics_json,keywords_json,fetch_source
13,General Grid Recognition and Logic-Driven Gameplay for Intelligent Robots.,iclp,2025,,https://www.semanticscholar.org/paper/16e7436d3cb4f8995a7bd882475fc183914e2409,2,,,16e7436d3cb4f8995a7bd882475fc183914e2409,Computer Science,1.0,Computer Science,1.0,Engineering,0.85,,,general,1.0,grid,1.0,auto-detect,0.5,"[{""display_name"": ""Computer Science"", ""score"": 1.0, ""source"": ""s2FieldsOfStudy""}, {""display_name"": ""Engineering"", ""score"": 0.85, ""source"": ""s2FieldsOfStudy""}]","[{""display_name"": ""general"", ""score"": 1.0, ""source"": ""s2_text""}, {""display_name"": ""grid"", ""score"": 1.0, ""source"": ""s2_text""}, {""display_name"": ""auto-detect"", ""score"": 0.5, ""source"": ""s2_text""}]",semantic_scholar
15,Knowledge Graphs &amp; Reasoning in Concert: Automating Regulation in Corporate Economics.,iclp,2025,,https://www.semanticscholar.org/paper/0cec1ac0f79ff618cbbdfa515eb11875a938bb3e,2,,,0cec1ac0f79ff618cbbdfa515eb11875a938bb3e,Computer Science,1.0,Computer Science,1.0,Business,0.85,Economics,0.7,automating,1.0,concert,1.0,corporate,1.0,"[{""display_name"": ""Computer Science"", ""score"": 1.0, ""source"": ""s2FieldsOfStudy""}, {""display_name"": ""Business"", ""score"": 0.85, ""source"": ""s2FieldsOfStudy""}, {""display_name"": ""Economics"", ""score"": 0.7, ""source"": ""s2FieldsOfStudy""}]","[{""display_name"": ""automating"", ""score"": 1.0, ""source"": ""s2_text""}, {""display_name"": ""concert"", ""score"": 1.0, ""source"": ""s2_text""}, {""display_name"": ""corporate"", ""score"": 1.0, ""source"": ""s2_text""}]",semantic_scholar
16,"Flexible, Lifelong, Explainable, and Robust Solutions for Multi-Agent Path Finding Problems.",iclp,2025,Aysu Bogatarkan,10.1609/aaai.v40i48.42143,4,10.1609/aaai.v40i48.42143,https://openalex.org/W7138964997,,Robotic Path Planning Algorithms,0.9301000237464905,Robotic Path Planning Algorithms,0.9301000237464905,AI-based Problem Solving and Planning,0.013799999840557575,Vehicle Routing Optimization Methods,0.0032999999821186066,Path (computing),0.6280999779701233,Minification,0.36980000138282776,Subject (documents),0.35839998722076416,"[{""id"": ""https://openalex.org/T10586"", ""display_name"": ""Robotic Path Planning Algorithms"", ""score"": 0.9301000237464905}, {""id"": ""https://openalex.org/T10906"", ""display_name"": ""AI-based Problem Solving and Planning"", ""score"": 0.013799999840557575}, {""id"": ""https://openalex.org/T10567"", ""display_name"": ""Vehicle Routing Optimization Methods"", ""score"": 0.0032999999821186066}]","[{""id"": ""https://openalex.org/keywords/path"", ""display_name"": ""Path (computing)"", ""score"": 0.6280999779701233}, {""id"": ""https://openalex.org/keywords/minification"", ""display_name"": ""Minification"", ""score"": 0.36980000138282776}, {""id"": ""https://openalex.org/keywords/subject"", ""display_name"": ""Subject (documents)"", ""score"": 0.35839998722076416}]",openalex_doi
17,Neurosymbolic AI in Digital Forensics: Commonsense and Qualitative Reasoning.,iclp,2025,"Son Tran, Edjard Mota, Artur d'Avila Garcez",https://www.semanticscholar.org/paper/2423ca4c3595deb2c6a5014a5e8949e20db06714,5,,,2423ca4c3595deb2c6a5014a5e8949e20db06714,Computer Science,1.0,Computer Science,1.0,Law,0.85,Philosophy,0.7,commonsense,1.0,digital,1.0,forensics,1.0,"[{""display_name"": ""Computer Science"", ""score"": 1.0, ""source"": ""s2FieldsOfStudy""}, {""display_name"": ""Law"", ""score"": 0.85, ""source"": ""s2FieldsOfStudy""}, {""display_name"": ""Philosophy"", ""score"": 0.7, ""source"": ""s2FieldsOfStudy""}]","[{""display_name"": ""commonsense"", ""score"": 1.0, ""source"": ""s2_text""}, {""display_name"": ""digital"", ""score"": 1.0, ""source"": ""s2_text""}, {""display_name"": ""forensics"", ""score"": 1.0, ""source"": ""s2_text""}]",semantic_scholar
20,On the Translation of ASP Rules to (Controlled) Natural Language Sentences.,iclp,2025,"SIMONE CARUSO, CARMINE DODARO, MARCO MARATEA, MARCO MOCHI, FRANCESCO RICCIO",https://www.semanticscholar.org/paper/ea45c0dffa64a9070c27cdf13259bcd20f4aadfc,4,10.1017/s1471068423000388,https://openalex.org/W4390034201,,"Logic, Reasoning, and Knowledge",0.9997000098228455,"Logic, Reasoning, and Knowledge",0.9997000098228455,Multi-Agent Systems and Negotiation,0.9955000281333923,Topic Modeling,0.9847000241279602,Computer science,0.8943659067153931,Answer set programming,0.7630761861801147,Programming language,0.6854469180107117,"[{""id"": ""https://openalex.org/T11010"", ""display_name"": ""Logic, Reasoning, and Knowledge"", ""score"": 0.9997000098228455}, {""id"": ""https://openalex.org/T10456"", ""display_name"": ""Multi-Agent Systems and Negotiation"", ""score"": 0.9955000281333923}, {""id"": ""https://openalex.org/T10028"", ""display_name"": ""Topic Modeling"", ""score"": 0.9847000241279602}]","[{""id"": ""https://openalex.org/keywords/computer-science"", ""display_name"": ""Computer science"", ""score"": 0.8943659067153931}, {""id"": ""https://openalex.org/keywords/answer-set-programming"", ""display_name"": ""Answer set programming"", ""score"": 0.7630761861801147}, {""id"": ""https://openalex.org/keywords/programming-language"", ""display_name"": ""Programming language"", ""score"": 0.6854469180107117}]",openalex_title_search
21,Resource Allocation with Cooperative Agents.,iclp,2025,,https://www.semanticscholar.org/paper/42e7585a4694f6ce54ed757c72c9c12b7a8101f5,2,10.1016/j.ijpe.2004.05.015,https://openalex.org/W2044772199,42e7585a4694f6ce54ed757c72c9c12b7a8101f5,Multi-Agent Systems and Negotiation,0.9994000196456909,Multi-Agent Systems and Negotiation,0.9994000196456909,Distributed Control Multi-Agent Systems,0.9943000078201294,"Logic, Reasoning, and Knowledge",0.9925000071525574,Computer science,0.7924811840057373,Resource allocation,0.7816449403762817,Distributed computing,0.6417949199676514,"[{""id"": ""https://openalex.org/T10456"", ""display_name"": ""Multi-Agent Systems and Negotiation"", ""score"": 0.9994000196456909}, {""id"": ""https://openalex.org/T10249"", ""display_name"": ""Distributed Control Multi-Agent Systems"", ""score"": 0.9943000078201294}, {""id"": ""https://openalex.org/T11010"", ""display_name"": ""Logic, Reasoning, and Knowledge"", ""score"": 0.9925000071525574}]","[{""id"": ""https://openalex.org/keywords/computer-science"", ""display_name"": ""Computer science"", ""score"": 0.7924811840057373}, {""id"": ""https://openalex.org/keywords/resource-allocation"", ""display_name"": ""Resource allocation"", ""score"": 0.7816449403762817}, {""id"": ""https://openalex.org/keywords/distributed-computing"", ""display_name"": ""Distributed computing"", ""score"": 0.6417949199676514}]",openalex_title_search
22,Enhancing Compilation-based ASP Solving.,iclp,2025,"Carmine Dodaro, Giuseppe Mazzotta, Francesco Ricca",https://www.semanticscholar.org/paper/0ebf0121a6ce46e479d81d9a509af5f152dc15ed,5,,,0ebf0121a6ce46e479d81d9a509af5f152dc15ed,Computer Science,1.0,Computer Science,1.0,,,,,solving,1.0,answer,0.5,approach,0.5,"[{""display_name"": ""Computer Science"", ""score"": 1.0, ""source"": ""s2FieldsOfStudy""}]","[{""display_name"": ""solving"", ""score"": 1.0, ""source"": ""s2_text""}, {""display_name"": ""answer"", ""score"": 0.5, ""source"": ""s2_text""}, {""display_name"": ""approach"", ""score"": 0.5, ""source"": ""s2_text""}]",semantic_scholar
23,Enhancing Compilation-based ASP Solving with Postponed Atom Discovery.,iclp,2025,"Andrea Cuteri, Giuseppe Mazzotta, Francesco Ricca",https://www.semanticscholar.org/paper/1f548ee1a3d356f3eafc547f99a0c6ea12067edf,5,,,1f548ee1a3d356f3eafc547f99a0c6ea12067edf,Computer Science,1.0,Computer Science,1.0,,,,,compilation-based,1.0,atoms,0.666667,solving,0.666667,"[{""display_name"": ""Computer Science"", ""score"": 1.0, ""source"": ""s2FieldsOfStudy""}]","[{""display_name"": ""compilation-based"", ""score"": 1.0, ""source"": ""s2_text""}, {""display_name"": ""atoms"", ""score"": 0.666667, ""source"": ""s2_text""}, {""display_name"": ""solving"", ""score"": 0.666667, ""source"": ""s2_text""}]",semantic_scholar
25,PEG 2.0: Future-Gazing Through a Socio-Linguistic and Historical Lens.,iclp,2025,,https://www.semanticscholar.org/paper/5ff8a5ac6bf5a1dff86ec2de72e57b60790baaf9,2,,,5ff8a5ac6bf5a1dff86ec2de72e57b60790baaf9,Linguistics,1.0,Linguistics,1.0,History,0.85,Computer Science,0.7,historical,1.0,socio-linguistic,1.0,account,0.5,"[{""display_name"": ""Linguistics"", ""score"": 1.0, ""source"": ""s2FieldsOfStudy""}, {""display_name"": ""History"", ""score"": 0.85, ""source"": ""s2FieldsOfStudy""}, {""display_name"": ""Computer Science"", ""score"": 0.7, ""source"": ""s2FieldsOfStudy""}]","[{""display_name"": ""historical"", ""score"": 1.0, ""source"": ""s2_text""}, {""display_name"": ""socio-linguistic"", ""score"": 1.0, ""source"": ""s2_text""}, {""display_name"": ""account"", ""score"": 0.5, ""source"": ""s2_text""}]",semantic_scholar
26,Learning ASP Domain-specific Heuristics using Transformers.,iclp,2025,Marcello Balduccini,https://www.semanticscholar.org/paper/9240091bc0d23f9411e52ee6fbbe8138d750427e,5,,,9240091bc0d23f9411e52ee6fbbe8138d750427e,Computer Science,1.0,Computer Science,1.0,,,,,asp,1.0,approach,0.333333,automate,0.333333,"[{""display_name"": ""Computer Science"", ""score"": 1.0, ""source"": ""s2FieldsOfStudy""}]","[{""display_name"": ""asp"", ""score"": 1.0, ""source"": ""s2_text""}, {""display_name"": ""approach"", ""score"": 0.333333, ""source"": ""s2_text""}, {""display_name"": ""automate"", ""score"": 0.333333, ""source"": ""s2_text""}]",semantic_scholar
28,Knowledge-Based Stable Roommates Problems.,iclp,2025,Müge Fidan,10.1609/aaai.v40i48.42148,4,10.1609/aaai.v40i48.42148,https://openalex.org/W7138851587,,Constraint Satisfaction and Optimization,0.6157000064849854,Constraint Satisfaction and Optimization,0.6157000064849854,Optimization and Search Problems,0.05380000174045563,Scheduling and Timetabling Solutions,0.03909999877214432,Focus (optics),0.6414999961853027,Stable marriage problem,0.5751000046730042,Stability (learning theory),0.4052000045776367,"[{""id"": ""https://openalex.org/T11596"", ""display_name"": ""Constraint Satisfaction and Optimization"", ""score"": 0.6157000064849854}, {""id"": ""https://openalex.org/T12288"", ""display_name"": ""Optimization and Search Problems"", ""score"": 0.05380000174045563}, {""id"": ""https://openalex.org/T12401"", ""display_name"": ""Scheduling and Timetabling Solutions"", ""score"": 0.03909999877214432}]","[{""id"": ""https://openalex.org/keywords/focus"", ""display_name"": ""Focus (optics)"", ""score"": 0.6414999961853027}, {""id"": ""https://openalex.org/keywords/stable-marriage-problem"", ""display_name"": ""Stable marriage problem"", ""score"": 0.5751000046730042}, {""id"": ""https://openalex.org/keywords/stability"", ""display_name"": ""Stability (learning theory)"", ""score"": 0.4052000045776367}]",openalex_doi
29,LLMASP: A Framework for Mitigating Hallucinations and Supporting Symbolic Reasoning in Large Language Models.,iclp,2025,Xing Xu,https://www.semanticscholar.org/paper/615536c864f8fc6c74d7a4553c900cd9f03ba1fc,4,,,615536c864f8fc6c74d7a4553c900cd9f03ba1fc,Computer Science,1.0,Computer Science,1.0,Linguistics,0.85,Psychology,0.7,framework,1.0,hallucinations,1.0,language,1.0,"[{""display_name"": ""Computer Science"", ""score"": 1.0, ""source"": ""s2FieldsOfStudy""}, {""display_name"": ""Linguistics"", ""score"": 0.85, ""source"": ""s2FieldsOfStudy""}, {""display_name"": ""Psychology"", ""score"": 0.7, ""source"": ""s2FieldsOfStudy""}]","[{""display_name"": ""framework"", ""score"": 1.0, ""source"": ""s2_text""}, {""display_name"": ""hallucinations"", ""score"": 1.0, ""source"": ""s2_text""}, {""display_name"": ""language"", ""score"": 1.0, ""source"": ""s2_text""}]",semantic_scholar
31,Formal Verification of Answer Set Programs Containing Advanced Language Constructs.,iclp,2025,Rolf Schwitter,https://www.semanticscholar.org/paper/ed808e544b428cfad3e1fefd18d3ae36aa6e020b,5,,,ed808e544b428cfad3e1fefd18d3ae36aa6e020b,Computer Science,1.0,Computer Science,1.0,,,,,advanced,1.0,answer,1.0,constructs,1.0,"[{""display_name"": ""Computer Science"", ""score"": 1.0, ""source"": ""s2FieldsOfStudy""}]","[{""display_name"": ""advanced"", ""score"": 1.0, ""source"": ""s2_text""}, {""display_name"": ""answer"", ""score"": 1.0, ""source"": ""s2_text""}, {""display_name"": ""constructs"", ""score"": 1.0, ""source"": ""s2_text""}]",semantic_scholar
32,The Simple Generative Logic Grammar: A Tool for Teaching Logical Thinking Through Visual Research in Art and Design.,iclp,2025,Susanna Berger,https://www.semanticscholar.org/paper/02c72256e884173e4b85f9878b8e30e4c342e82a,5,,,02c72256e884173e4b85f9878b8e30e4c342e82a,Art,1.0,Art,1.0,Computer Science,0.85,,,logic,1.0,generative,0.75,grammar,0.75,"[{""display_name"": ""Art"", ""score"": 1.0, ""source"": ""s2FieldsOfStudy""}, {""display_name"": ""Computer Science"", ""score"": 0.85, ""source"": ""s2FieldsOfStudy""}]","[{""display_name"": ""logic"", ""score"": 1.0, ""source"": ""s2_text""}, {""display_name"": ""generative"", ""score"": 0.75, ""source"": ""s2_text""}, {""display_name"": ""grammar"", ""score"": 0.75, ""source"": ""s2_text""}]",semantic_scholar
33,Answer Set Counting and its Applications to Network Reliability and System Biology.,iclp,2025,Mohimenul Kabir,10.4204/eptcs.416.34,4,10.4204/eptcs.416.34,https://openalex.org/W4407349678,,Bayesian Modeling and Causal Inference,0.9796000123023987,Bayesian Modeling and Causal Inference,0.9796000123023987,Network Security and Intrusion Detection,0.9534000158309937,Data Stream Mining Techniques,0.9503999948501587,Set (abstract data type),0.6161437630653381,Computer science,0.5273733139038086,Programming language,0.22524282336235046,"[{""id"": ""https://openalex.org/T11303"", ""display_name"": ""Bayesian Modeling and Causal Inference"", ""score"": 0.9796000123023987}, {""id"": ""https://openalex.org/T10400"", ""display_name"": ""Network Security and Intrusion Detection"", ""score"": 0.9534000158309937}, {""id"": ""https://openalex.org/T12761"", ""display_name"": ""Data Stream Mining Techniques"", ""score"": 0.9503999948501587}]","[{""id"": ""https://openalex.org/keywords/set"", ""display_name"": ""Set (abstract data type)"", ""score"": 0.6161437630653381}, {""id"": ""https://openalex.org/keywords/computer-science"", ""display_name"": ""Computer science"", ""score"": 0.5273733139038086}, {""id"": ""https://openalex.org/keywords/programming-language"", ""display_name"": ""Programming language"", ""score"": 0.22524282336235046}]",openalex_doi
34,Precise Exponential-Time Complexity of Non-Monotonic Reasoning.,iclp,2025,Georg Gottlob,https://www.semanticscholar.org/paper/c51090b4b8bcdaf424b9d0f82942f53f899c4103,3,,,c51090b4b8bcdaf424b9d0f82942f53f899c4103,Computer Science,1.0,Computer Science,1.0,,,,,complexity,1.0,non-monotonic,1.0,reasoning,1.0,"[{""display_name"": ""Computer Science"", ""score"": 1.0, ""source"": ""s2FieldsOfStudy""}]","[{""display_name"": ""complexity"", ""score"": 1.0, ""source"": ""s2_text""}, {""display_name"": ""non-monotonic"", ""score"": 1.0, ""source"": ""s2_text""}, {""display_name"": ""reasoning"", ""score"": 1.0, ""source"": ""s2_text""}]",semantic_scholar
35,Towards Incorporating Normative Requirements In Autonomous Systems Using Datalog.,iclp,2025,"Dorra Zaibi, Meriem Riahi, Faouzi Moussa",https://www.semanticscholar.org/paper/0d275e0df22d539e5afe2267bcc2aa76584a07f4,3,,,0d275e0df22d539e5afe2267bcc2aa76584a07f4,Computer Science,1.0,Computer Science,1.0,Law,0.85,,,normative,1.0,requirements,1.0,act,0.5,"[{""display_name"": ""Computer Science"", ""score"": 1.0, ""source"": ""s2FieldsOfStudy""}, {""display_name"": ""Law"", ""score"": 0.85, ""source"": ""s2FieldsOfStudy""}]","[{""display_name"": ""normative"", ""score"": 1.0, ""source"": ""s2_text""}, {""display_name"": ""requirements"", ""score"": 1.0, ""source"": ""s2_text""}, {""display_name"": ""act"", ""score"": 0.5, ""source"": ""s2_text""}]",semantic_scholar
36,Visualizing Kripke Models in LogiKEy: the Case of SDL.,iclp,2025,"N. Mansurov, D. Zhukov",https://www.semanticscholar.org/paper/7aa66cf8977d670bbcf5f9d9b0c40decbac738da,3,,,7aa66cf8977d670bbcf5f9d9b0c40decbac738da,Computer Science,1.0,Computer Science,1.0,,,,,case,1.0,kripke,1.0,logikey,1.0,"[{""display_name"": ""Computer Science"", ""score"": 1.0, ""source"": ""s2FieldsOfStudy""}]","[{""display_name"": ""case"", ""score"": 1.0, ""source"": ""s2_text""}, {""display_name"": ""kripke"", ""score"": 1.0, ""source"": ""s2_text""}, {""display_name"": ""logikey"", ""score"": 1.0, ""source"": ""s2_text""}]",semantic_scholar
37,Decompiling Language Models into Logic Programs.,iclp,2025,,https://www.semanticscholar.org/paper/21ab1f4452fa0e306fb9ddc37ce48f061cbd864f,4,,,21ab1f4452fa0e306fb9ddc37ce48f061cbd864f,Computer Science,1.0,Computer Science,1.0,,,,,language,1.0,logic,1.0,add,0.5,"[{""display_name"": ""Computer Science"", ""score"": 1.0, ""source"": ""s2FieldsOfStudy""}]","[{""display_name"": ""language"", ""score"": 1.0, ""source"": ""s2_text""}, {""display_name"": ""logic"", ""score"": 1.0, ""source"": ""s2_text""}, {""display_name"": ""add"", ""score"": 0.5, ""source"": ""s2_text""}]",semantic_scholar
38,Logic and Answer Set Programming in High School: Two Learning Unit Experiences.,iclp,2025,Fabrizio Riguzzi,https://www.semanticscholar.org/paper/c34e38518a4e7c777277dc81b971ef6ddb1e5340,5,,,c34e38518a4e7c777277dc81b971ef6ddb1e5340,Computer Science,1.0,Computer Science,1.0,Education,0.85,,,programming,1.0,answer,0.666667,high,0.666667,"[{""display_name"": ""Computer Science"", ""score"": 1.0, ""source"": ""s2FieldsOfStudy""}, {""display_name"": ""Education"", ""score"": 0.85, ""source"": ""s2FieldsOfStudy""}]","[{""display_name"": ""programming"", ""score"": 1.0, ""source"": ""s2_text""}, {""display_name"": ""answer"", ""score"": 0.666667, ""source"": ""s2_text""}, {""display_name"": ""high"", ""score"": 0.666667, ""source"": ""s2_text""}]",semantic_scholar
40,Constructionist Co-Design for the Learning Experience: A Work-in-Progress on Engaging Teachers to Integrate Logic Programming in Primary School.,iclp,2025,"Maria Daskolia, Jaume Piera, Karen Soacha",https://www.semanticscholar.org/paper/920945f8a7bddc5ece232eed1a1ff243b66913b5,3,,,920945f8a7bddc5ece232eed1a1ff243b66913b5,Computer Science,1.0,Computer Science,1.0,Education,0.85,,,teachers,1.0,co-design,0.75,primary,0.75,"[{""display_name"": ""Computer Science"", ""score"": 1.0, ""source"": ""s2FieldsOfStudy""}, {""display_name"": ""Education"", ""score"": 0.85, ""source"": ""s2FieldsOfStudy""}]","[{""display_name"": ""teachers"", ""score"": 1.0, ""source"": ""s2_text""}, {""display_name"": ""co-design"", ""score"": 0.75, ""source"": ""s2_text""}, {""display_name"": ""primary"", ""score"": 0.75, ""source"": ""s2_text""}]",semantic_scholar
